gender,age,gross_income,segment,num_credit_cards,tiprel_1mes,ind_actividad_cliente,num_Products,num_loans,duration
F,22 years,$ 77894.28,College_Graduated,0,I,0,1,0,1028
F,31 years,$ 61139.76,Individuals,0,A,1,3,0,569
M,63 years,$ 176708.43,Individuals,0,I,0,1,0,3293
F,43 years,$ 80698.29,Individuals,0,I,0,1,0,7081
M,41 years,$ 64019.49,Individuals,0,A,1,2,0,4520
F,31 years,$ 157372.47,College_Graduated,0,I,0,0,0,1633
M,64 years,$ 275522.07,VIP,0,A,1,2,0,4380
M,45 years,$ 158638.77,Individuals,0,I,0,1,0,4654
M,50 years,$ 135697.32,Individuals,0,A,1,2,0,3000
M,6 years,$ 61803.33,Individuals,0,A,1,1,0,1416
M,52 years,$ 69472.71,Individuals,0,A,1,2,0,5307
F,80 years,$ 44464.02,Individuals,0,A,1,1,0,691
F,22 years,$ 219860.31,College_Graduated,0,I,0,1,0,1077
F,45 years,$ 105406.05,Individuals,1,A,1,3,0,3341
M,42 years,$ 235271.13,Individuals,0,A,1,2,0,3410
M,21 years,$ 131614.83,College_Graduated,0,A,1,1,0,781
M,38 years,$ 86121.24,Individuals,0,I,0,0,0,1370
M,52 years,$ 255223.17,Individuals,0,A,1,1,0,6115
F,22 years,$ 49244.19,College_Graduated,0,A,1,1,0,1005
F,67 years,$ 234172.83,VIP,0,A,1,3,0,2581
F,65 years,$ 139018.59,Individuals,0,I,0,0,0,6460
F,41 years,$ 150026.85,Individuals,0,I,1,2,0,7093
M,89 years,$ 168612.45,Individuals,0,A,0,0,0,6403
F,58 years,$ 91585.5,Individuals,0,A,1,7,0,3343
F,53 years,$ 114908.16,VIP,0,A,1,6,0,4800
M,22 years,$ 66545.82,College_Graduated,0,I,0,0,0,716
M,20 years,$ 77144.79,College_Graduated,0,A,1,1,0,376
M,21 years,$ 60158.67,College_Graduated,0,I,0,1,0,783
F,23 years,$ 51328.89,College_Graduated,0,I,0,1,0,1068
F,60 years,$ 126638.07,Individuals,0,I,1,2,0,2433
F,60 years,$ 210006.3,Individuals,0,I,0,1,0,2903
M,22 years,$ 364468.95,College_Graduated,0,I,0,1,0,1157
M,24 years,$ 62815.26,College_Graduated,0,I,0,1,0,1445
F,71 years,$ 23054.73,Individuals,1,A,1,6,0,5959
F,79 years,$ 378828.57,Individuals,0,I,1,1,0,1958
F,37 years,$ 75530.4,Individuals,0,A,1,1,0,2328
F,59 years,$ 108016.29,Individuals,0,A,1,1,0,2944
M,40 years,$ 55731.63,Individuals,0,I,0,0,0,654
F,42 years,$ 135014.49,Individuals,0,A,1,4,0,1348
F,49 years,$ 93637.44,Individuals,0,I,0,0,0,772
M,38 years,$ 163826.25,Individuals,0,I,0,1,0,1203
M,26 years,$ 77478.72,College_Graduated,0,I,0,1,0,1070
F,46 years,$ 163860.45,Individuals,0,A,1,3,0,4729
M,81 years,$ 71323.11,Individuals,0,I,0,0,0,6467
F,57 years,$ 210764.85,Individuals,0,A,1,2,0,3301
F,32 years,$ 113949.06,Individuals,0,I,0,0,0,549
F,49 years,$ 104179.98,Individuals,0,I,0,0,0,3012
F,35 years,$ 67447.56,Individuals,0,I,0,2,0,3352
F,54 years,$ 232161.12,Individuals,1,A,1,2,0,5557
F,31 years,$ 45579.36,College_Graduated,0,I,0,1,0,1758
M,25 years,$ 17846.34,College_Graduated,0,I,0,1,0,1070
F,82 years,$ 283643.55,Individuals,0,I,0,1,0,3144
M,23 years,$ 92809.05,College_Graduated,0,A,1,1,0,1480
M,24 years,$ 154257.39,College_Graduated,0,I,0,1,0,1825
F,43 years,$ 151600.74,Individuals,0,I,0,2,0,3986
F,23 years,$ 402873.75,College_Graduated,0,I,0,0,0,1152
F,50 years,$ 84129.66,Individuals,0,A,1,1,0,5346
F,54 years,$ 76206.39,Individuals,0,A,1,1,0,692
F,37 years,$ 76837.89,Individuals,0,A,0,1,0,565
M,49 years,$ 54554.58,Individuals,0,I,0,0,0,3150
M,23 years,$ 107590.98,College_Graduated,0,I,0,0,0,725
F,83 years,$ 174852.06,Individuals,0,A,1,3,0,3009
F,75 years,$ 244904.67,Individuals,0,I,0,2,0,4899
F,48 years,$ 63194.46,Individuals,0,I,0,1,0,4399
M,53 years,$ 45891.84,Individuals,0,I,0,2,0,4239
F,54 years,$ 93773.37,VIP,0,A,1,3,0,6647
M,23 years,$ 48557.07,College_Graduated,0,A,1,2,0,1461
F,38 years,$ 177953.97,Individuals,0,I,0,0,0,5232
M,23 years,$ 65591.82,College_Graduated,0,I,0,1,0,1047
F,34 years,$ 69465.15,Individuals,0,A,1,3,0,709
M,45 years,$ 50015.94,Individuals,0,I,0,0,0,5833
F,44 years,$ 54294.9,Individuals,0,I,0,1,0,4047
F,29 years,$ 40995.0,College_Graduated,0,I,1,1,0,1880
F,54 years,$ 181177.32,Individuals,0,A,1,6,0,4926
F,62 years,$ 134733.99,Individuals,0,A,1,2,0,5304
M,25 years,$ 59112.03,College_Graduated,0,I,0,1,0,781
F,44 years,$ 70510.26,Individuals,0,I,0,2,0,5464
M,42 years,$ 124735.23,Individuals,0,A,1,3,0,6110
F,20 years,$ 113027.22,College_Graduated,0,I,0,0,0,643
M,83 years,$ 371572.26,Individuals,0,I,0,1,0,7100
M,76 years,$ 87200.76,Individuals,0,A,1,1,0,1504
F,50 years,$ 300977.01,Individuals,0,I,0,0,0,3604
F,24 years,$ 77262.39,College_Graduated,0,I,0,0,0,1070
M,10 years,$ 125453.22,Individuals,0,A,1,1,0,2680
M,44 years,$ 93463.11,Individuals,0,I,0,1,0,3758
F,76 years,$ 107896.65,VIP,0,A,1,4,0,5267
M,24 years,$ 85326.84,College_Graduated,0,I,0,1,0,655
F,23 years,$ 49858.08,College_Graduated,0,I,0,1,0,682
F,24 years,$ 54023.91,College_Graduated,0,A,1,1,0,1801
F,22 years,$ 19600.44,College_Graduated,0,I,0,1,0,1098
M,38 years,$ 93679.71,Individuals,0,I,0,0,0,3287
M,48 years,$ 70830.63,Individuals,0,I,0,1,0,6226
F,43 years,$ 120868.29,Individuals,0,A,1,2,0,6529
M,46 years,$ 118769.07,Individuals,0,I,0,1,0,2906
F,24 years,$ 73526.01,College_Graduated,0,I,0,0,0,1837
M,24 years,$ 43654.95,College_Graduated,0,I,0,1,0,720
M,75 years,$ 71341.38,Individuals,0,A,1,3,0,2538
F,36 years,$ 122596.95,VIP,0,A,1,7,0,2881
M,21 years,$ 56266.23,College_Graduated,0,A,1,1,0,773
F,39 years,$ 66047.52,Individuals,0,I,0,1,0,4013
F,66 years,$ 439168.68,VIP,0,A,1,3,0,3482
F,20 years,$ 177489.21,College_Graduated,0,I,0,1,0,377
M,25 years,$ 36714.84,College_Graduated,0,I,0,1,0,1503
F,39 years,$ 63953.04,Individuals,0,I,0,1,0,3764
F,55 years,$ 134664.3,Individuals,0,I,0,1,0,1238
F,63 years,$ 201034.35,VIP,1,A,1,9,0,6724
M,37 years,$ 125457.69,Individuals,0,A,1,8,0,3822
F,57 years,$ 77198.31,Individuals,0,I,1,1,0,4042
M,21 years,$ 66889.92,College_Graduated,0,I,0,0,0,710
F,60 years,$ 217187.28,VIP,0,A,1,4,0,3466
F,32 years,$ 66486.15,Individuals,0,A,0,1,0,1517
M,20 years,$ 201323.85,College_Graduated,0,A,1,1,0,408
M,38 years,$ 226909.2,Individuals,0,A,1,4,0,2368
M,100 years,$ 128390.58,Individuals,0,I,0,0,0,3677
F,54 years,$ 128087.76,Individuals,0,I,0,1,0,2893
F,24 years,$ 105984.69,College_Graduated,0,I,0,1,0,1439
F,39 years,$ 60698.46,Individuals,0,I,0,1,0,1767
M,22 years,$ 191603.25,College_Graduated,0,A,1,1,0,1139
M,45 years,$ 111177.93,Individuals,1,A,1,6,0,5456
M,32 years,$ 169306.29,College_Graduated,0,A,1,2,0,1423
M,21 years,$ 2218765.92,College_Graduated,0,A,1,1,0,746
M,35 years,$ 119123.01,Individuals,0,I,0,1,0,1797
F,34 years,$ 159236.97,Individuals,0,A,1,2,0,1042
M,32 years,$ 123331.5,College_Graduated,0,A,1,2,0,1447
M,57 years,$ 168021.06,Individuals,0,A,1,1,0,6409
M,24 years,$ 57488.04,College_Graduated,0,A,1,1,0,1791
M,24 years,$ 167932.8,College_Graduated,0,I,1,1,0,1830
M,48 years,$ 100967.07,Individuals,0,A,1,2,0,5659
F,69 years,$ 150947.28,Individuals,0,I,0,1,0,2292
F,32 years,$ 216205.86,Individuals,0,I,0,0,0,447
M,23 years,$ 34002.0,College_Graduated,0,I,0,1,0,1754
M,54 years,$ 57500.67,Individuals,0,A,1,2,0,1137
M,31 years,$ 55241.1,College_Graduated,0,I,0,1,0,1822
M,21 years,$ 198315.51,College_Graduated,0,A,1,1,0,566
F,30 years,$ 60544.02,Individuals,0,A,1,3,0,975
F,52 years,$ 172447.41,Individuals,0,A,1,3,0,3254
F,38 years,$ 108157.89,Individuals,0,I,1,1,0,1824
F,25 years,$ 91689.87,College_Graduated,0,I,0,1,0,1038
M,20 years,$ 178983.39,College_Graduated,0,I,1,1,0,410
F,22 years,$ 81450.87,Individuals,0,I,0,0,0,691
M,24 years,$ 235647.63,College_Graduated,0,I,0,0,0,1773
F,21 years,$ 228842.49,College_Graduated,0,I,0,0,0,689
F,35 years,$ 240729.57,Individuals,0,A,1,2,0,1515
M,22 years,$ 55714.89,College_Graduated,0,A,1,1,0,1466
M,49 years,$ 129518.1,VIP,0,A,1,2,0,4218
M,61 years,$ 42167.28,Individuals,0,I,0,0,0,6822
M,24 years,$ 100856.16,College_Graduated,0,I,1,1,0,1809
M,11 years,$ 81633.03,Individuals,0,I,0,1,0,2687
M,63 years,$ 95827.5,Individuals,0,A,1,5,0,5452
M,53 years,$ 72272.91,Individuals,0,A,1,2,0,2326
F,49 years,$ 334440.3,Individuals,0,A,1,2,0,5673
M,44 years,$ 173513.16,Individuals,0,A,1,2,0,5899
M,64 years,$ 82591.05,Individuals,0,I,0,0,0,5182
F,21 years,$ 76026.3,College_Graduated,0,I,0,1,0,419
M,63 years,$ 204182.13,Individuals,0,A,1,1,0,4525
F,69 years,$ 72378.39,Individuals,0,I,0,0,0,1878
M,22 years,$ 64703.49,College_Graduated,0,I,0,1,0,1063
M,30 years,$ 161108.85,Individuals,0,I,0,1,0,2769
F,55 years,$ 263762.73,VIP,0,A,1,2,0,4791
F,41 years,$ 174088.32,Individuals,1,A,1,6,0,5764
F,22 years,$ 306041.64,College_Graduated,0,I,0,1,0,723
F,13 years,$ 70049.49,Individuals,0,A,1,1,0,4265
M,35 years,$ 128034.6,Individuals,0,A,1,3,0,3917
F,30 years,$ 808654.44,Individuals,0,I,0,1,0,4233
F,44 years,$ 65011.14,Individuals,0,I,1,1,0,2818
F,28 years,$ 53464.44,College_Graduated,0,I,0,1,0,1060
M,65 years,$ 114415.26,Individuals,0,I,0,1,0,2881
F,58 years,$ 169687.47,Individuals,0,A,1,1,0,2078
M,43 years,$ 124370.04,Individuals,0,A,1,2,0,4794
F,22 years,$ 122148.0,College_Graduated,0,I,0,1,0,1132
F,68 years,$ 96720.75,Individuals,0,A,1,5,0,1922
M,27 years,$ 269700.36,College_Graduated,0,I,0,1,0,1825
M,29 years,$ 85834.32,College_Graduated,0,A,1,1,0,1877
F,24 years,$ 124913.67,College_Graduated,0,I,0,1,0,1516
F,52 years,$ 169217.67,Individuals,0,I,0,1,0,2421
M,23 years,$ 166167.54,College_Graduated,0,I,0,1,0,710
M,27 years,$ 113156.91,College_Graduated,0,I,0,1,0,738
M,51 years,$ 128643.57,Individuals,0,A,1,2,0,6309
M,45 years,$ 45981.69,Individuals,0,I,0,1,0,1081
M,23 years,$ 54233.7,College_Graduated,0,I,0,1,0,1503
F,22 years,$ 67938.63,College_Graduated,0,A,1,1,0,1139
M,21 years,$ 85918.14,College_Graduated,0,I,0,0,0,684
M,27 years,$ 61413.84,College_Graduated,0,I,0,1,0,1791
M,90 years,$ 83062.56,Individuals,0,A,1,3,0,3396
F,43 years,$ 149279.64,VIP,0,A,1,5,0,5667
M,26 years,$ 108185.01,College_Graduated,0,I,0,1,0,1096
M,47 years,$ 256337.79,Individuals,0,I,0,1,0,6558
F,41 years,$ 118534.62,Individuals,0,A,1,3,0,5560
F,36 years,$ 62587.29,Individuals,0,A,1,2,0,3603
F,22 years,$ 77872.08,College_Graduated,0,I,0,1,0,1142
F,39 years,$ 73078.26,Individuals,0,A,1,3,0,1448
F,86 years,$ 168736.08,Individuals,0,I,0,0,0,4343
M,41 years,$ 297488.13,Individuals,0,I,0,0,0,2893
M,81 years,$ 106847.19,Individuals,0,A,1,2,0,5904
M,23 years,$ 45158.49,College_Graduated,0,A,1,1,0,1844
M,37 years,$ 197736.69,Individuals,0,I,1,2,0,4465
F,23 years,$ 40316.43,College_Graduated,0,I,0,1,0,1507
F,33 years,$ 109010.34,College_Graduated,0,I,0,1,0,1868
M,23 years,$ 201054.66,College_Graduated,0,I,0,1,0,1509
F,28 years,$ 87571.68,College_Graduated,0,I,0,1,0,1798
M,31 years,$ 631790.64,College_Graduated,0,I,1,1,0,950
F,29 years,$ 115372.5,Individuals,0,A,1,1,0,3592
F,21 years,$ 82380.6,College_Graduated,0,I,0,1,0,713
F,49 years,$ 35220.45,Individuals,0,I,0,1,0,6400
M,25 years,$ 77252.76,College_Graduated,0,A,1,1,0,1807
M,19 years,$ 90061.02,Individuals,0,I,0,1,0,3443
F,47 years,$ 108625.26,Individuals,0,I,0,0,0,5704
F,22 years,$ 68849.73,College_Graduated,0,I,0,1,0,1077
M,43 years,$ 112404.57,Individuals,0,A,1,1,0,2883
F,79 years,$ 57063.09,Individuals,0,I,0,1,0,2235
M,13 years,$ 193369.92,Individuals,0,A,1,1,0,1258
M,51 years,$ 110292.27,Individuals,0,A,0,0,0,6865
M,60 years,$ 134207.34,Individuals,0,I,0,0,0,4465
M,26 years,$ 125284.11,College_Graduated,0,I,0,1,0,1405
F,24 years,$ 87894.3,College_Graduated,0,I,0,0,0,709
M,46 years,$ 172290.66,Individuals,0,A,1,1,0,5543
F,70 years,$ 72615.99,Individuals,0,I,0,1,0,3488
F,47 years,$ 100004.31,Individuals,0,I,0,0,0,1389
F,69 years,$ 56887.89,Individuals,0,I,0,1,0,3114
M,28 years,$ 102100.35,College_Graduated,0,I,0,1,0,1752
F,69 years,$ 111583.62,Individuals,0,A,0,0,0,5694
M,45 years,$ 222474.87,Individuals,0,A,1,2,0,1776
F,39 years,$ 130034.76,Individuals,0,I,0,1,0,2945
M,34 years,$ 84512.55,Individuals,0,I,0,1,0,2239
M,50 years,$ 258406.77,Individuals,0,A,1,2,0,5661
F,52 years,$ 175691.37,Individuals,0,A,1,3,0,7190
M,55 years,$ 117054.84,Individuals,0,I,0,0,0,4904
F,21 years,$ 131224.23,College_Graduated,0,I,0,1,0,737
F,38 years,$ 191148.87,Individuals,0,I,0,1,0,6530
F,49 years,$ 109302.39,Individuals,0,A,1,1,0,5459
F,36 years,$ 188324.46,Individuals,0,A,1,1,0,555
F,78 years,$ 1024572.12,Individuals,0,I,0,1,0,6026
M,43 years,$ 401831.01,Individuals,1,A,1,4,0,5732
F,51 years,$ 59462.04,Individuals,0,A,1,2,0,5968
M,21 years,$ 173858.7,College_Graduated,0,I,0,1,0,783
M,21 years,$ 40406.22,College_Graduated,0,I,0,1,0,1046
M,23 years,$ 97141.77,College_Graduated,0,I,0,1,0,1522
F,46 years,$ 115476.93,Individuals,0,A,1,1,0,4936
F,50 years,$ 106401.3,Individuals,0,A,0,2,0,6089
M,47 years,$ 124201.89,Individuals,0,A,1,4,0,1882
M,26 years,$ 57858.24,College_Graduated,0,I,0,1,0,1413
F,59 years,$ 106006.77,Individuals,0,I,0,0,0,2314
M,26 years,$ 121957.65,College_Graduated,0,I,0,1,0,1857
M,61 years,$ 79799.04,Individuals,1,A,1,5,0,4419
M,45 years,$ 88041.63,Individuals,0,A,1,4,0,4437
M,64 years,$ 305879.1,Individuals,0,I,0,0,0,3422
F,51 years,$ 227967.12,VIP,0,A,1,2,0,3169
M,61 years,$ 354876.21,Individuals,0,I,0,1,0,2351
F,22 years,$ 55101.99,College_Graduated,0,I,0,1,0,1031
F,33 years,$ 46526.73,College_Graduated,0,A,1,3,0,1747
F,22 years,$ 42893.46,College_Graduated,0,I,0,1,0,1006
M,46 years,$ 127637.82,Individuals,0,A,1,5,0,5554
F,41 years,$ 29214.09,Individuals,0,A,1,2,0,663
F,44 years,$ 106531.29,Individuals,0,I,0,2,0,6473
M,39 years,$ 222241.65,Individuals,0,A,1,2,0,4188
M,37 years,$ 31465.08,Individuals,0,A,1,2,0,6501
F,73 years,$ 70502.82,Individuals,0,A,1,3,0,4248
F,37 years,$ 244874.76,Individuals,0,A,1,3,0,5442
F,61 years,$ 143646.72,VIP,0,A,1,6,0,7583
F,68 years,$ 219564.42,Individuals,0,A,1,1,0,1272
M,28 years,$ 58125.24,College_Graduated,0,I,1,1,0,667
F,42 years,$ 137774.91,Individuals,0,A,1,7,0,5717
F,60 years,$ 104435.25,Individuals,0,A,1,2,0,3891
M,40 years,$ 113546.25,Individuals,0,A,0,0,0,3595
M,46 years,$ 70665.87,VIP,0,A,0,1,0,934
M,42 years,$ 88258.5,Individuals,0,A,1,3,0,4224
M,31 years,$ 87327.15,Individuals,0,I,0,0,0,1353
M,24 years,$ 54738.54,College_Graduated,0,I,0,1,0,713
M,45 years,$ 83417.67,Individuals,0,A,1,1,0,1507
M,44 years,$ 210674.97,Individuals,0,I,0,2,0,6488
F,34 years,$ 52871.91,Individuals,0,I,0,1,0,1503
F,32 years,$ 92199.99,Individuals,0,I,0,0,0,597
M,39 years,$ 61536.84,Individuals,0,I,0,1,0,3594
F,75 years,$ 297440.58,Individuals,0,A,1,2,0,5399
M,41 years,$ 59861.43,Individuals,0,A,1,2,0,1525
F,63 years,$ 77401.65,Individuals,0,A,0,1,0,5438
F,22 years,$ 45849.81,College_Graduated,0,I,0,1,0,696
F,75 years,$ 156069.87,VIP,1,A,1,4,0,2077
F,57 years,$ 98728.23,Individuals,0,I,0,1,0,2869
F,24 years,$ 67137.69,College_Graduated,0,I,0,1,0,1833
F,52 years,$ 61477.65,Individuals,0,I,0,2,0,5816
M,53 years,$ 158243.4,Individuals,0,A,0,1,0,6012
M,22 years,$ 148703.97,College_Graduated,0,I,0,0,0,1059
F,48 years,$ 150914.25,Individuals,0,I,0,0,0,5836
M,28 years,$ 63968.1,College_Graduated,0,I,0,1,0,1774
F,60 years,$ 264546.72,Individuals,0,I,0,0,0,3306
M,53 years,$ 63837.84,Individuals,0,I,0,2,0,6050
M,20 years,$ 94886.73,Individuals,0,A,1,1,0,580
F,24 years,$ 27658.02,College_Graduated,0,I,0,1,0,1396
M,47 years,$ 194625.09,Individuals,0,A,1,2,0,6138
F,30 years,$ 123227.61,College_Graduated,0,I,0,1,0,1427
M,46 years,$ 151535.1,Individuals,0,A,1,3,0,6726
F,50 years,$ 130966.29,VIP,0,A,1,2,0,5191
M,37 years,$ 89975.76,Individuals,0,A,1,2,0,1040
F,21 years,$ 40097.28,College_Graduated,0,I,0,1,0,1136
F,21 years,$ 56356.02,College_Graduated,0,I,0,1,0,726
F,57 years,$ 112341.9,Individuals,0,A,1,1,0,1347
F,74 years,$ 60230.79,Individuals,0,A,1,1,0,2911
F,43 years,$ 233460.06,Individuals,0,A,1,3,0,6437
F,38 years,$ 100059.27,Individuals,0,A,1,1,0,682
F,32 years,$ 180075.36,College_Graduated,0,A,1,1,0,1304
F,27 years,$ 92929.44,College_Graduated,0,I,0,1,0,1502
M,21 years,$ 77919.36,College_Graduated,0,I,0,1,0,732
F,76 years,$ 56075.34,Individuals,0,A,1,2,0,5520
M,42 years,$ 61051.2,Individuals,1,A,1,1,0,1787
M,89 years,$ 88532.73,VIP,0,A,1,6,0,6975
M,41 years,$ 167503.32,Individuals,0,A,1,1,0,2850
F,26 years,$ 61423.59,College_Graduated,0,I,0,1,0,1517
M,44 years,$ 139359.39,Individuals,0,A,1,1,0,6809
F,52 years,$ 94280.13,Individuals,0,A,1,1,0,1214
F,25 years,$ 153245.4,College_Graduated,0,I,0,1,0,1455
F,34 years,$ 53381.37,Individuals,0,I,1,2,0,1077
M,29 years,$ 119794.92,College_Graduated,0,I,0,1,0,1775
F,42 years,$ 135142.98,Individuals,1,A,1,6,0,1438
M,29 years,$ 37811.13,College_Graduated,0,A,1,2,0,954
M,67 years,$ 215964.48,Individuals,0,I,0,0,0,1654
M,27 years,$ 215499.78,College_Graduated,0,I,0,1,0,1737
F,77 years,$ 88129.5,Individuals,0,A,1,2,0,4679
M,75 years,$ 101992.8,Individuals,0,A,1,1,0,2981
M,33 years,$ 62192.82,Individuals,0,I,0,1,0,2301
F,72 years,$ 92638.14,Individuals,0,I,0,0,0,3253
M,60 years,$ 41295.57,Individuals,0,I,1,1,0,2036
M,45 years,$ 79022.88,Individuals,0,I,0,1,0,3957
F,62 years,$ 114709.83,VIP,1,A,1,6,0,5911
M,27 years,$ 18483.45,College_Graduated,0,I,0,1,0,1509
F,66 years,$ 232294.44,Individuals,0,A,1,2,0,3720
M,24 years,$ 142033.5,College_Graduated,0,A,1,1,0,1138
F,37 years,$ 78392.1,Individuals,0,I,0,1,0,725
M,53 years,$ 469339.29,Individuals,0,A,1,2,0,4996
F,21 years,$ 52395.57,College_Graduated,0,A,0,1,0,719
F,45 years,$ 49045.05,VIP,1,A,1,4,0,5036
F,40 years,$ 276300.96,Individuals,0,I,0,1,0,2008
M,49 years,$ 128961.87,Individuals,0,A,1,2,0,2974
F,38 years,$ 55079.94,Individuals,0,I,0,1,0,2783
M,20 years,$ 47730.87,College_Graduated,0,A,1,1,0,404
F,89 years,$ 50853.39,Individuals,0,I,0,1,0,5529
M,32 years,$ 95496.72,College_Graduated,0,I,0,1,0,1747
F,48 years,$ 396831.93,Individuals,0,A,1,5,1,5190
M,24 years,$ 91217.97,College_Graduated,0,I,0,1,0,1759
M,21 years,$ 106999.14,Individuals,0,A,1,1,0,703
F,46 years,$ 154128.99,Individuals,0,A,1,7,1,7146
F,54 years,$ 158405.64,Individuals,0,A,1,1,0,1579
F,69 years,$ 153069.0,VIP,0,A,1,2,0,2231
F,46 years,$ 59922.09,Individuals,1,A,1,3,0,3949
M,37 years,$ 106818.54,Individuals,0,I,0,0,0,2419
F,41 years,$ 82588.05,Individuals,0,I,0,0,0,7640
F,43 years,$ 202726.44,Individuals,0,A,1,2,0,5855
F,83 years,$ 481073.37,Individuals,1,A,1,8,0,6021
F,56 years,$ 122854.83,Individuals,0,A,1,1,0,5351
F,25 years,$ 280340.04,College_Graduated,0,I,0,1,0,1747
F,23 years,$ 56961.9,College_Graduated,0,A,1,1,0,732
F,29 years,$ 70298.19,College_Graduated,0,I,0,0,0,1108
F,46 years,$ 77335.05,Individuals,0,I,0,0,0,5349
F,40 years,$ 157594.98,Individuals,0,A,1,2,0,7047
F,52 years,$ 49780.77,Individuals,0,I,0,0,0,3019
F,34 years,$ 166464.24,Individuals,0,A,1,5,0,1434
M,25 years,$ 48335.82,College_Graduated,0,I,0,1,0,1019
F,56 years,$ 173012.91,VIP,0,A,1,1,0,5940
F,23 years,$ 16514.34,Individuals,0,A,1,4,0,1276
F,38 years,$ 126293.91,VIP,0,A,1,2,0,713
M,35 years,$ 155125.14,Individuals,0,A,1,1,0,436
F,41 years,$ 53856.21,Individuals,0,A,1,2,0,3844
F,24 years,$ 181043.25,College_Graduated,0,I,0,1,0,1508
F,21 years,$ 206015.4,College_Graduated,0,A,1,1,0,776
F,22 years,$ 318892.71,Individuals,0,A,1,1,0,4351
F,61 years,$ 310517.97,Individuals,0,A,1,5,0,7794
F,37 years,$ 110057.13,Individuals,0,A,1,1,0,2842
M,23 years,$ 247015.23,College_Graduated,0,I,0,1,0,789
F,37 years,$ 20178.84,Individuals,0,I,0,1,0,1447
F,81 years,$ 87429.03,Individuals,0,A,1,1,0,814
F,49 years,$ 59061.87,Individuals,0,I,0,2,0,5515
F,53 years,$ 265329.72,Individuals,0,A,1,2,0,5464
F,39 years,$ 151990.5,Individuals,0,A,1,1,0,5751
F,29 years,$ 69767.94,Individuals,0,I,0,1,0,391
F,22 years,$ 210550.5,College_Graduated,0,I,0,0,0,989
F,45 years,$ 149304.9,Individuals,0,A,1,3,0,5585
F,24 years,$ 114914.46,College_Graduated,0,A,1,2,0,1885
F,33 years,$ 104665.68,Individuals,0,I,0,1,0,3275
F,40 years,$ 46349.67,Individuals,0,A,0,0,0,3200
F,24 years,$ 88420.83,College_Graduated,0,I,0,0,0,1727
M,38 years,$ 21890.25,Individuals,0,A,1,2,0,2757
M,23 years,$ 114560.49,College_Graduated,0,A,0,1,0,1502
F,24 years,$ 156144.3,College_Graduated,0,A,1,3,0,823
M,52 years,$ 269481.18,Individuals,0,A,1,2,0,5032
M,44 years,$ 107158.71,Individuals,0,I,0,0,0,1620
M,25 years,$ 172978.68,College_Graduated,0,A,1,1,0,710
F,22 years,$ 149698.92,College_Graduated,0,I,0,1,0,1374
F,79 years,$ 101573.55,Individuals,0,A,0,1,0,4558
M,34 years,$ 86915.88,Individuals,0,I,0,0,0,678
F,52 years,$ 178832.85,VIP,0,A,1,2,0,4850
F,46 years,$ 88773.45,Individuals,0,A,1,3,0,5357
M,58 years,$ 122605.98,Individuals,0,I,0,0,0,6227
F,34 years,$ 109551.78,Individuals,0,A,1,2,0,1819
F,48 years,$ 105260.88,Individuals,0,A,1,1,0,6362
F,77 years,$ 48360.42,Individuals,0,A,1,3,0,5305
F,56 years,$ 146719.05,Individuals,0,I,0,1,0,2853
F,48 years,$ 127037.16,Individuals,0,I,0,1,0,5417
M,45 years,$ 86800.32,Individuals,0,I,0,2,0,5470
F,55 years,$ 71788.98,Individuals,0,I,0,1,0,2953
F,76 years,$ 147011.52,Individuals,0,A,1,1,0,7635
F,45 years,$ 150721.56,VIP,1,A,1,7,0,6794
M,88 years,$ 71257.71,Individuals,0,I,0,0,0,6604
M,22 years,$ 153376.2,College_Graduated,0,I,0,1,0,725
F,71 years,$ 68203.5,Individuals,0,I,0,1,0,4568
M,36 years,$ 176028.99,Individuals,0,A,1,2,0,2367
F,49 years,$ 89366.94,Individuals,0,A,1,2,0,6939
M,24 years,$ 48965.82,College_Graduated,0,I,1,2,0,1406
M,73 years,$ 263989.44,Individuals,0,A,1,1,0,3124
F,28 years,$ 212099.7,College_Graduated,0,I,0,1,0,1426
F,22 years,$ 51346.35,College_Graduated,0,I,0,1,0,1142
M,24 years,$ 57457.38,College_Graduated,0,I,0,1,0,726
F,50 years,$ 149861.13,Individuals,0,A,1,1,0,5998
F,36 years,$ 56918.55,Individuals,0,I,0,1,0,6304
M,53 years,$ 133203.6,Individuals,0,I,0,1,0,5330
F,27 years,$ 136779.27,College_Graduated,0,I,0,1,0,1801
M,20 years,$ 102952.71,College_Graduated,0,A,0,1,0,426
M,21 years,$ 43143.03,College_Graduated,0,I,0,1,0,776
M,26 years,$ 83593.32,College_Graduated,0,I,0,1,0,1405
M,48 years,$ 44918.19,Individuals,0,A,1,4,0,2355
M,38 years,$ 85871.04,Individuals,0,I,0,0,0,1105
M,22 years,$ 39023.97,College_Graduated,0,I,0,1,0,1087
F,54 years,$ 106853.7,VIP,1,A,1,5,0,5627
F,24 years,$ 61159.08,College_Graduated,0,I,0,1,0,1063
M,21 years,$ 91622.67,College_Graduated,0,I,0,1,0,776
M,21 years,$ 752476.62,College_Graduated,0,A,1,1,0,661
M,24 years,$ 147125.58,College_Graduated,0,A,1,1,0,1854
M,40 years,$ 151276.53,Individuals,0,A,1,2,0,5864
F,20 years,$ 48686.13,College_Graduated,0,I,0,1,0,421
F,49 years,$ 90605.55,VIP,0,A,1,5,0,5582
F,33 years,$ 125571.87,Individuals,0,A,1,1,0,718
